userName,score,at,content,label
makmur mustafa,5,2023-07-28 13:29:25,Seperti ngobrol dengan robot,Positive
Ray Andika (Rayka),5,2023-08-25 18:59:28,Terima kasih ChatGPT 🚥,Positive
17_INDAH FEVRITASARI_XI_MIPA_F,5,2023-09-07 18:35:36,Membantu banget dan gratisnya tidak setengah-setengah,Positive
33_I Kadek Budi Adnyana,5,2023-10-03 10:59:46,aplikasi ini sangat membantu dalam pembelajaran,Positive
evan nugraha,5,2023-09-23 21:03:24,Bagus banget asli dh nga perlu di raguin lagi,Positive
USS IVAN the man with hat,5,2023-10-04 13:21:32,Sangat membantu dalam masalah dan senang untuk hal lain,Positive
Al Ryan Saputra,5,2023-07-29 13:08:39,Seru juga si kek gini😇,Positive
Deni Septyawan,5,2023-09-04 10:11:12,"dia menjadi sahabat ku, namanya Andy😂",Positive
Guntur Rizky,5,2023-07-29 05:28:09,Perbarui lg dong msa terakhir september 2021,Positive
Dayat Ades,5,2023-09-16 22:02:07,Biarkan 🌟 5 yang berbicara,Positive
D4rkSoul 123,5,2023-10-04 09:17:46,"Aplikasi yang sangat amat membantu, terimakasih!",Positive
Akuaku Odins,1,2023-08-31 11:57:39,Aplikasi tidak berguna tidak bisa login maunya apa haaaa maunya apa mau lo apa?tak banting lengket kamu,Negative
Dilan Andorra,3,2023-07-31 05:22:04,Untuk fitur plugin nya tolong tambahkan,Neutral
safruddin sadaralam,5,2023-08-22 19:12:01,bagaimana mengajarkan persamaan kuadrat yang praktis bagi siswA KELAS 9 SMP,Positive
Yuri ALFARIHZY,3,2023-08-31 21:08:41,Pencarian nya sangat lama sekali,Neutral
Rasdin C,5,2023-07-28 04:37:53,Keren.. Sangat membantu dan memudahkan,Positive
Julius surfnet,5,2023-08-24 10:25:09,saya suka ini,Positive
b o r n 30,5,2023-08-11 22:46:55,gpt 4 ada gk ya,Positive
M.Rizqi Jaya,5,2023-09-21 13:09:52,"Bagus banget, mempermudah hidup",Positive
Skyblue craft,5,2023-08-23 02:06:17,"Sukaa bgt sama chat Gpt yang ORI, sudah ada di Play Store 💙💙😁",Positive
Andri Maulana,5,2023-09-21 17:55:47,KEREN UDAH SAYA ANGGAP SAHABAT SENDIRI,Positive
Iqbal Zeon,1,2023-08-31 21:57:23,Setiap malam gak bisa di pakai padahal internet normal normal aja,Negative
ThEnder dragon30,5,2023-07-28 13:00:00,aman terkendali,Positive
Yulian Aditama,5,2023-07-28 13:22:26,Bagus saya suka..,Positive
Lia Khalif,1,2023-07-28 11:30:22,"Tapi login nya nggak jelas nggak bisa buat untuk nomor telepon atau email, maaf iya.",Negative
Giwo Adriansyah,5,2023-07-29 01:36:38,"Bener bener bagus, saya harap kedepannya bisa lebih bagus lagi",Positive
amal jariah,1,2023-10-02 11:58:09,Aplikasi error jawabannya ngasal,Negative
Firmansyah Mike,5,2023-07-28 04:18:12,"Dengan chat GPT kami bisa mendapat jawaban instan, masukan profesional dan inspirasi kreatif. Good job.",Positive
Oedin Forever,5,2023-09-17 02:08:25,Keren sekali,Positive
Saufi Ahmad,5,2023-10-03 09:58:39,membantu sekali,Positive
Ahmad a.s,5,2023-08-27 11:30:07,kasih ada emosi weee,Positive
Lendik Anando,5,2023-09-19 12:31:10,AI yg terbaik,Positive
studia lkp,5,2023-09-23 12:43:25,Mendadak pakar 😁😁😁,Positive
Raditza Bintang Ramadhan,5,2023-09-21 10:01:59,Keren anet sumpil,Positive
Ibnu Nabawi,5,2023-07-27 22:39:30,Review pertamax diindonesia,Positive
Nuri Nurmaulia,1,2023-09-01 16:41:26,G bisa log in susah ribet mending di website langsung!,Negative
Jhevo Mahija,5,2023-09-05 16:46:46,aku sayang aplikasi ini,Positive
Dhio Haka,5,2023-07-28 07:07:20,Mantabbb sukses terus elon musk dan team,Positive
Arif Hidaya,5,2023-07-30 00:20:13,Mantap sekali,Positive
Ahmad Fauzan Yaafi,5,2023-08-01 21:21:52,"Bagus chatgpt, bisa ngebantu untuk ngerjain tugas",Positive
Rio Nandika,5,2023-07-28 21:51:46,Pertamax diamankan,Positive
PT. JAYA LINTAS SAHARA YALAMLAM,5,2023-09-07 19:20:42,"Hebat, saya suka....",Positive
Sultan Akbar,5,2023-09-11 19:07:11,Wow sangat bagus untuk mengerjakan pr,Positive
Ninja of Gamers,5,2023-08-30 07:32:36,"sudah bagus,. tingkatkan lagi",Positive
Felix Kece,5,2023-09-02 17:06:05,BAGUSS!!!! MEMUASKAN!!!,Positive
Hadier Al Ghanie,1,2023-08-04 05:07:22,susah amat loginnya,Negative
Sudibyo Antoni Ro'uf,5,2023-07-29 05:35:14,"Coba"" aja ah ikutan yg lain..",Positive
muhaimin,5,2023-10-02 15:19:44,Salah satu aplikasi terbaik untuk membantu aktifitas manusia,Positive
Solehsoleh Muhammadmuhammad,5,2023-07-29 13:32:07,Aplikasi ini sangat tepat untuk atasi masalah keuangan,Positive
Riki Irwanto,5,2023-09-13 08:21:36,ulasan publik opsional,Positive
Putra,5,2023-09-05 22:22:23,Bagus sekali,Positive
Zaidan Luthfi ABI,4,2023-09-12 14:17:55,mantap mbah dukun,Positive
26. Nabillah Rahmadani,1,2023-09-12 19:59:08,responnya lamaa,Negative
Knight Nemesis,5,2023-09-12 16:20:39,Jenius 100000%,Positive
Amefurashi,5,2023-07-28 13:52:55,Saya menulis rating ini ke-372.,Positive
Jhonlifer Marpaung,5,2023-09-07 12:31:21,Gara-gara tugas doang,Positive
Ahmad Zukhrufiano,5,2023-09-01 17:59:32,aku suka terimakasih,Positive
Ananda Gumer,5,2023-08-31 10:13:09,mantap membantu,Positive
Remdi,5,2023-07-29 12:59:55,Mantap bet Bintang 5,Positive
Dana,5,2023-08-19 16:02:01,Wow.... Luar biasa 👍😍,Positive
Finna Jahra Maharani,5,2023-09-03 15:36:20,SUKAAA BGT SGT MEMBANTU! 💯💯 trimakasi chatgpt 🤍🤍🤍,Positive
fillendl,5,2023-08-10 20:14:50,bagus sekalih,Positive
Rivan Khan,5,2023-08-05 21:54:46,menakjubkan,Positive
Khoffin Niharyanti,5,2023-09-03 22:31:25,Mambantu dalam belajar,Positive
Fadli Syahnikmad,5,2023-07-28 21:56:47,Alhamdulillah udah rilis,Positive
Joan pasaribu,5,2023-07-28 12:21:29,Malu bertanya chat gpt,Positive
Alfin Fahri Riandi,5,2023-08-01 12:03:26,Terlalu OP,Positive
Rizan Aqshol Himam,5,2023-07-27 22:46:28,Semoga membantu,Positive
I Made Hendra Artawan,3,2023-07-29 05:24:11,Saya coba dulu,Neutral
Niswa Ti,5,2023-07-28 13:51:33,Aku suka ai 🗿,Positive
Ade Jawani,5,2023-07-28 08:02:17,Bagus pake banget,Positive
Lutfi Lutfi,5,2023-09-03 12:17:56,Memudahkan,Positive
Rangga Eka,1,2023-07-28 22:32:56,cuokk gak isok login,Negative
Dafkev kea,5,2023-08-24 07:54:09,Kerenn bngttt pkonyaa,Positive
Wahyu Hidayat,5,2023-09-04 11:57:58,Jos sangat membantu,Positive
Deni Sanjaya,5,2023-07-28 08:00:50,orang pertama indo ygy,Positive
aryaaa manik.,5,2023-07-28 14:23:51,aku pendukung elon seduniaa,Positive
Om Kelik,1,2023-09-10 17:28:55,Mau verifikasi malah keluar terus..gimana nih..UNINSTALL,Negative
Gres Saduk,5,2023-09-21 20:36:50,aplikasi nya sangat bagus,Positive
J_ARD45,1,2023-09-24 12:39:06,Chat gpt sekarang agak lain. Tingkat akurat agak kurang.,Negative
Oncom Gejos,5,2023-09-23 15:12:29,Bagus & bermanfaat. Terimakasih.,Positive
Rosidi Endah,5,2023-09-22 00:25:17,Sangat membantu saya dalam kehidupan sehari-hari.,Positive
BIBI TV,5,2023-07-28 12:30:35,Orang pertama kali di indonesia yg komen apalikasi tercngiih adalah saya 😱 ini sangat menakjubkan,Positive
Eagle Spy,5,2023-08-04 22:18:23,"Keren aku jadi semakin malas Berfikir😉, Eh Bercanda Dengan Ini jadi membuat Mudah Pekerjaaan",Positive
Stepanus Lejiu,3,2023-07-30 19:01:05,"Tolong bantu saya, buka app chatgpt dgn hp vivo y21",Neutral
Chybynd Chybynd,1,2023-07-28 18:50:39,Apaan masak chat gpt 3.5 alias tahun 2021 ..prek lah g sesuai deskripsi,Negative
Anti META,5,2023-07-28 08:53:12,Luar biasa amazing 👍,Positive
Maleh Bari,5,2023-09-03 21:50:31,Sejauh ini sangat puas,Positive
Sky Blue,2,2023-09-01 05:42:33,Apk g guna pas kemarin nulis eror terus,Negative
Nurjanah Sri Mulyaningrum,5,2023-08-30 19:08:21,sangat bagus 10 bintang,Positive
Edy Rahman,2,2023-09-12 22:27:48,Mengecewakan. Ga bisa diedit.,Negative
24-x2-peter,5,2023-09-05 10:35:42,Sangat bermanfaat,Positive
Muhammad Fauzi,5,2023-10-03 12:04:31,Sangat membantu,Positive
Muhammad Imam Choirudin,5,2023-07-27 22:42:39,27 Juni 2023 - CHAT GPT apk rilis di indonesia,Positive
Muhammad hasrun alfarandy sucipto,5,2023-09-15 20:09:44,Bagus banget wir,Positive
Raihan Fauzan Muslim,5,2023-07-27 22:42:00,sangat membantu,Positive
Azhar Umam,5,2023-08-31 23:15:40,terima kasih udah jadi temen curhat :),Positive
Andriyansyah “Abah Noob”,5,2023-07-27 23:47:53,Wow. Ini baru yang terbaik.,Positive
Agus DERMAWAN,5,2023-09-12 10:30:33,lebih membantu 👍,Positive
Haryanto,5,2023-07-28 08:13:20,Kalian luar biasa,Positive
Soffan Ulin Nuha,5,2023-08-24 02:36:02,Sungkem sama sepuh AI🙏,Positive
Ayil Musa,2,2023-08-16 17:13:03,Pengetahuan cuman sampai 2021,Negative
Imam Alkhaidir,5,2023-09-06 19:59:27,Memudahkan,Positive
Ratna Sari,1,2023-09-01 09:40:56,Susah loginnya,Negative
William Harlan,5,2023-08-31 15:49:58,Halo masbro kata chat gpt,Positive
jepri Jupri,5,2023-07-28 20:49:30,coba dan silahkan mencoba,Positive
Andry Tama,5,2023-07-27 22:48:31,mantap pertama ni sengol dong,Positive
Darwin Abu Rizki,5,2023-07-28 07:52:31,Induh ah.. api guwai mu tek,Positive
irvanda azis azis,1,2023-07-28 17:32:40,Gak jelas. Ujung 2 bayar 🙏🏻,Negative
Arfa Bahy,5,2023-07-28 20:17:54,Bagus sekali 👍👍👍👍👍👍,Positive
Rayya RR,5,2023-07-27 22:51:15,Boleh tahan hebat.,Positive
Nufal Aprianto,1,2023-10-05 17:09:09,Aplikasi nga bener akurat masa di aplikasi lain bener jawaban nya disini salah 🗿,Negative
Dokkan JP,5,2023-09-24 19:04:00,Its just so useful for me,Positive
Pande Komang,1,2023-10-02 08:39:49,B.a.n.g.s.a.t bet dah semua jawaban saya salah nyari di sini,Negative
Arifin Dwi Saputra,4,2023-10-01 05:28:40,"I think the app version is better than on the website, apparently on the Website is more complete, so please add the feature",Positive
09. Fadel Muhammad,5,2023-09-28 14:34:39,"sangat membantu, thankyou.",Positive
Muhammad Nuh,5,2023-10-03 15:08:35,This Is Very Good,Positive
Id Bor,5,2023-09-26 19:53:50,Verry good very well,Positive
NaufalDAH21,5,2023-09-29 07:47:56,"very helpful at all times, like when I was learning this cool AI can help me solve various problems quickly, I recommend you download this AI!",Positive
Habib Habib,5,2023-10-03 01:13:14,I love it and i hate it,Positive
Nur kholis,5,2023-09-24 15:19:52,kerja bagus!,Positive
Aosꪮra.,5,2023-09-30 13:08:44,its very very good,Positive
Asdi Assd,5,2023-10-05 16:47:36,Apk ini sangat membantu Saya dalam mengerjakan tugas dan mencari materi,Positive
Ronald Giroe,5,2023-10-04 16:44:06,Smart Aplication.... like like like,Positive
S R,5,2023-10-05 13:08:20,awesome helper!,Positive
Saiful,5,2023-10-03 23:16:15,"At times, I receive two responses when using ""regenerate response,"" but the app is excellent overall. Therefore, I'm giving it a 5-star rating",Positive
alfreda Mahezwara,5,2023-10-05 08:19:01,aplikasi sangat membantu😁😁👍👍👍👍👍,Positive
FACHRI AF,1,2023-10-03 11:59:27,You dog,Negative
Isto Bano,5,2023-10-01 10:13:25,sangat baik,Positive
Agus Salim,5,2023-09-25 14:42:15,Keren abis,Positive
Nurul Fatimah Beniben,5,2023-09-26 21:59:13,ramah bangettt,Positive
Zulkelana Putra,5,2023-10-01 16:52:42,Very good,Positive
Nur Hadi 1JJ1,5,2023-10-03 07:27:26,Bagus makasih,Positive
boy know,5,2023-09-25 22:42:18,oke bagus,Positive
Fadill 1234,5,2023-10-03 17:21:18,Sangat bagus,Positive
Horik,5,2023-10-03 22:03:34,baguus banget,Positive
muhamad rizky,5,2023-09-30 11:54:44,cakep,Positive
Najran kholipah,5,2023-10-05 12:48:42,gud,Positive
Azzam,5,2023-10-02 15:37:13,nice,Positive
Muarif Zaenudin,5,2023-09-27 20:35:23,Good,Positive
Mhd Salman,5,2023-09-29 11:32:58,Bagus,Positive
Oktav Lede,5,2023-10-04 12:21:13,Good,Positive
maria adp,5,2023-09-28 12:15:29,Oke,Positive
Yulia Tri Lestari,5,2023-10-04 19:32:22,niceeeeee,Positive
A.29 محمد حفي أريحي,5,2023-10-02 06:35:04,good,Positive
Ferdi Tomlan,5,2023-10-04 10:43:08,Amazing,Positive
AfLAh,5,2023-09-27 01:10:07,terimakasih,Positive
Dean F,5,2023-09-24 17:04:36,nicee,Positive
Ade sumantri,5,2023-09-27 16:10:27,Mantap,Positive
nunik susilowati,5,2023-09-25 13:17:55,Keren,Positive
Hangz Senpai,5,2023-09-29 00:19:42,good,Positive
Nico AS,5,2023-09-29 09:28:58,ok,Positive
Rafiq Rahman,5,2023-09-25 04:50:28,rawr,Positive
SR12 Pekalongan,5,2023-09-26 15:05:04,Bagus,Positive
A4 SANDI SAPUTRA,5,2023-10-02 09:33:41,membantu,Positive
Rrrr Zzzz,5,2023-09-26 22:54:31,Good,Positive
Christofel Nagendra,5,2023-10-01 17:38:27,bagus,Positive
Hafis Ikhwan Pratama,5,2023-10-04 19:04:57,amazing,Positive
Putri Aulia,5,2023-09-26 08:25:32,kerennn,Positive
Azzam Akbar,5,2023-10-05 19:16:07,Memuaskan,Positive
haikal basim,1,2023-10-03 20:17:26,Useless,Negative
Anas Nugroho,5,2023-10-05 17:12:27,mantap masbro,Positive
Jordan Raphael,5,2023-10-05 14:05:21,Sangat berguna,Positive
Joachim Hutabarat,5,2023-10-05 07:34:15,sangat keren,Positive
18 E4 Kenshin Diarra,5,2023-10-02 10:06:08,💯,Positive
moh fadli,5,2023-10-03 07:51:23,👍,Positive
Senses,4,2023-09-28 08:24:31,Lumayan,Positive
Rakha satriadi,5,2023-10-02 20:14:32,"CHATGPT IS PROBABLY THE BEST APP EVER. IT GENERATES INFO ABOUT EVERYTHING QUICKLY, BUT SOMETIMES THINGS CAN GET BAD, LIKE IT GENERATES SLOWER, SERVER ISSUES, ERRORS AND STUFF, REALLY RECOMMEND TO FIX IT BUT OVERALL THIS APP IS GREAT FOR ANYTHING IN LIFE.",Positive
Faijin M faijin,5,2023-10-05 09:41:21,"Mantab banget sih, kayak ngecheat. Gue sekolah duduk di pojok pake apk ini, di bilang pintar sama teman🤣🤣",Positive
Haikal Faiz,4,2023-09-21 08:25:07,i need a new update for this app😀,Positive
Andreas Laso,5,2023-09-30 04:22:06,Build more amazing stuff,Positive
BHIGT,5,2023-09-21 16:29:59,masok ti gipiti,Positive
Ubermensch,5,2023-09-30 20:33:21,Lumayan lah,Positive
alvaro gaming,5,2023-09-23 19:53:36,mantap bosku,Positive
Hairani Lubis,5,2023-09-22 21:03:27,keren banget,Positive
Bryan 1026,5,2023-09-25 05:19:43,gg bejir,Positive
Quaneisha Zafeera,5,2023-09-26 13:02:53,😄👍,Positive
Toriq Bonde,5,2023-09-21 08:58:05,Amazing,Positive
Roy Solisa,5,2023-09-20 18:21:21,awesome,Positive
Dafa,5,2023-09-22 22:20:56,Keren,Positive
Har Linda,5,2023-09-20 10:52:44,Bagus,Positive
Achay Chanjaya,5,2023-09-21 09:24:28,keren,Positive
hadi hadiwiska,5,2023-09-21 12:27:32,asik...,Positive
Ryder black,1,2023-09-23 13:01:15,Bagus,Negative
ikan Mas koki,1,2023-09-20 15:05:52,gembel,Negative
TheOnlyKenn,5,2023-09-14 19:24:19,"Terimakasih telah meringankan pekerjaanku, you're not so bad afterall AI 👍",Positive
Dakwah Indonesia,2,2023-09-12 08:24:39,Can't log in please fix the server,Negative
Pyani,5,2023-09-19 11:15:43,"Apk paling bagus aaaaaa ga ada batasan/kena limit, i like this apppp!!!!",Positive
IMAM,4,2023-09-17 22:31:47,"I believe that AI knowledge needs to be upgraded regularly, perhaps on an annual or monthly basis.",Positive
Wiwikk Prawijayanti,5,2023-09-13 18:08:42,this good. i can share anything with the assistant,Positive
Irfan Gani,5,2023-09-12 20:13:43,AI what you need human?,Positive
ovan triwinarko (Nap),3,2023-09-15 19:51:36,Let me try and Learn,Neutral
Hendry Maheswara,5,2023-09-13 16:36:37,Obviously amazing 👍,Positive
Nazil Azman,4,2023-09-13 19:17:48,The great tolls,Positive
wifa Mpa,5,2023-09-14 08:03:03,NGEBANTU BANGET LOVE LOVE DECH,Positive
Muhammad Aditya,5,2023-09-16 12:18:48,It's amazing,Positive
Ibnu Awi Habib Albi,5,2023-09-13 08:35:01,good job!,Positive
Grok Blom123,4,2023-09-20 08:17:38,lumayan lah ....,Positive
Yusuf Nada,5,2023-09-13 21:51:57,Sangat mambantu !!!!!,Positive
Irene 22,5,2023-09-21 07:16:32,Its the prefeck,Positive
Gumi,5,2023-09-18 23:12:26,i love youuuuu,Positive
Ahmad Fadlan,5,2023-09-14 11:42:56,Good asf,Positive
Mawar juliani,5,2023-09-20 17:50:31,sangat bagus,Positive
Rino Maulana,5,2023-09-15 15:59:56,mabar bang,Positive
dina harta,5,2023-09-13 07:26:08,luar biasa,Positive
Nian,5,2023-09-17 12:53:36,good for assistance,Positive
Irvan Saesar,5,2023-09-12 01:23:23,BAGUS BANGET,Positive
Deva Aprillia,5,2023-09-17 09:17:58,LOVE U,Positive
Delta angelo mort,4,2023-09-19 12:54:20,bagus deh,Positive
Pariyo,4,2023-09-15 07:57:27,aplikasi bagus,Positive
Cinta Naomi Panjaitan,4,2023-09-19 14:54:49,not bad,Positive
Galih Qurbany,5,2023-09-20 22:56:20,very good,Positive
Riko Aji sahputra,5,2023-09-13 14:16:20,10/10,Positive
Yanto Saputra,5,2023-09-13 10:52:42,nice👍,Positive
Ahmad Rama Dani (Rama),5,2023-09-18 22:12:41,👍🏻,Positive
Vinn?!,5,2023-09-18 19:31:40,keren,Positive
PERAHU HIKMAH PAI2020PPU,5,2023-09-17 10:58:03,terbaik,Positive
Nurcahyo Abdi,5,2023-09-15 13:09:06,Nice,Positive
Wi,5,2023-09-16 08:12:40,hahahaha,Positive
syofriandi inframe,5,2023-09-18 17:48:53,Keren,Positive
Ashardi Almauludin,5,2023-09-14 04:48:44,Good,Positive
Andra Saputra,5,2023-09-19 06:53:15,Nice,Positive
Agus Iswahyudi,5,2023-09-19 12:26:59,ok,Positive
Fazri Ihsan,5,2023-09-19 21:37:39,Good,Positive
andra blu x,5,2023-09-14 18:41:42,bagus,Positive
Muhammad Ikhsan Syafiuddin,5,2023-09-17 21:41:16,Josss,Positive
Kevin Yagami,5,2023-09-19 12:40:04,Wow,Positive
Hapid Sudirman,5,2023-09-19 09:56:50,nice,Positive
M Haryo Subodro - Rambeanak - Magelang,5,2023-09-17 16:16:50,Good,Positive
Dodi Satriawan,5,2023-09-20 12:45:52,keren,Positive
YULIA FATMAWATI,5,2023-09-16 07:16:54,good,Positive
Khattab,1,2023-09-13 21:02:58,Bug,Negative
muving tour,5,2023-09-16 00:26:18,awesome!!!!,Positive
Cell Xion,5,2023-09-12 11:40:20,Kerenn👍👍👍,Positive
Syarif Wong Ngapak,4,2023-09-15 20:19:02,Mantap,Positive
Babra Kamal,4,2023-09-14 18:43:50,Good,Positive
Abdul Hofur,4,2023-09-20 16:46:35,Mantap,Positive
Luthfi Hasnan Fadillah,5,2023-09-18 11:55:23,👍👍👍👍,Positive
Sri Pudyawati,5,2023-09-09 19:32:46,Please add a photo feature so you can take photos of questions. The application is good,Positive
Fatih Al-Ayyubi,5,2023-09-08 13:48:57,"You have to improve this Apps, because it completely useful.",Positive
sasmito hadiyuono,5,2023-09-06 05:32:05,"Recommended to download, it was amazing.",Positive
Agus Tiger,5,2023-09-12 17:20:03,I learn faster with chat gpt. Thank you chat gpt,Positive
Aditya Pratama,5,2023-10-02 23:11:46,need more upgrading.. user can help you to give feedback for making ChatGPT have superpower thinking,Positive
Ilham Cool,5,2023-09-08 14:55:09,that so good apk,Positive
Aldo Daniel Antahari,5,2023-09-11 22:02:48,Kerenn Parahh...,Positive
Dimas,5,2023-09-07 10:28:30,THE BEST,Positive
Feny Atun,5,2023-09-11 20:38:09,Luar biasa,Positive
Yapile,5,2023-09-15 20:43:36,haori baik,Positive
Farrel Irshad,5,2023-09-12 13:50:24,im crying,Positive
A t t a r,5,2023-09-07 16:14:59,keren bosque,Positive
FRMN,3,2023-09-07 09:53:11,Can't log in,Neutral
Rahman Abdul,5,2023-09-13 16:14:30,qE.,Positive
Wahyu Ap_,5,2023-09-24 09:44:17,lumayan,Positive
Muhammad Naufal,5,2023-09-08 14:44:11,Mantap,Positive
BeMaX WOi,5,2023-09-11 10:05:54,gg,Positive
Luthfi_199,5,2023-09-10 12:45:45,Nice,Positive
Ilyas Rayyan,5,2023-09-09 07:01:04,Bagus,Positive
Jack Milla,5,2023-09-14 13:01:51,Mantap,Positive
Stepano Mandagi,5,2023-09-11 18:00:30,Good,Positive
Muhammad Sentanu Mizwal (Sentanu),5,2023-09-08 09:15:24,keren,Positive
Muhamad Rafemas,5,2023-09-10 16:23:21,Nice,Positive
GTX 1050 TI,5,2023-09-13 13:24:12,mantap,Positive
Krishna Jaya Kusuma,5,2023-09-09 18:28:23,keren,Positive
Shiro,5,2023-09-08 05:03:23,Good,Positive
MUHAMAD ADI SAPUTRA,5,2023-09-13 11:14:22,oke,Positive
Mul Yadi,5,2023-09-08 20:49:56,Mantapppp,Positive
danu prabowo,5,2023-09-13 02:21:14,good,Positive
Muhammad Rizki,3,2023-09-08 09:31:28,bagus,Neutral
Bastian Ramelan,4,2023-09-07 16:14:29,ok,Positive
Toto Sudiyanto,5,2023-09-12 16:04:16,👍👍,Positive
Amir Syaifudin,2,2023-08-31 21:07:11,"My signal is good, but there is always a connection error warning and the application cannot be used",Negative
agfiz syh,5,2023-09-04 13:36:25,"This is where i got the ideas for my custom biomes , thanks GPT!",Positive
Hoodie Guy,5,2023-09-03 07:45:02,just wanted to give you guys 5 stars :D,Positive
Milenia Freitas,5,2023-10-01 14:33:42,Thank you very much ChatGPT. I love uuuu,Positive
Dewa Pujianto,5,2023-09-06 10:37:56,incredible but i think need improving in update information,Positive
Mantapan,5,2023-09-01 14:13:01,Best AI I've seen!,Positive
Hazell Anthony Limanjaya,5,2023-09-03 23:13:17,This app is very fun,Positive
Doomsdayy,5,2023-09-03 23:39:31,keren banget ni ai,Positive
Willy Anugrah,5,2023-09-01 11:34:34,The best AI ever,Positive
PURPUR LEGEND,5,2023-09-16 18:20:39,Nice AI dude!,Positive
Zahy al abiyyu,5,2023-08-31 07:49:23,best app for free,Positive
Dajjo,1,2023-09-03 07:31:58,Crash after human verification,Negative
Kevin Naufal,5,2023-09-17 19:50:45,keren banget!!,Positive
Rifqi Saputra,5,2023-09-21 20:58:17,Luar biasa!!!,Positive
AdiL Fadhli,1,2023-08-29 21:50:08,More bugs,Negative
Syafiq Here,5,2023-08-31 05:58:06,AI is weird...,Positive
Tele Brother,5,2023-09-05 16:44:13,mantab bangett,Positive
prilly,5,2023-09-03 16:09:12,bagus sayang,Positive
LAUGH TALE,5,2023-09-04 21:06:31,aplikasi ngeri,Positive
Abas,5,2023-09-06 23:27:46,the best sh,Positive
bagus prasetyo,5,2023-09-02 10:14:20,cukup akurat,Positive
Lucky Avicenna,5,2023-09-03 22:41:40,Very good,Positive
akbar choirudin,5,2023-09-12 11:17:38,Gacor kanggg,Positive
Arya Saputra,5,2023-09-05 14:48:53,sangat bagus,Positive
Abdur Rafi,5,2023-09-05 20:47:09,gacor kang,Positive
Agustiar Trirahmadan,5,2023-09-02 15:25:09,sep 2021,Positive
FTB MyTube,3,2023-09-03 09:17:32,Sangat baik,Neutral
Siti Junainah,5,2023-09-01 19:22:45,Very good,Positive
Muhammad Taufiq Yusuf,5,2023-09-04 12:13:09,Nice answer,Positive
Muhammad Ridho,5,2023-09-03 19:27:34,good job,Positive
Rommy Geullherme Lumi (Nego Chank),5,2023-09-11 12:33:27,Good Appl,Positive
Ge Nyanns,5,2023-08-30 05:49:52,Excellent.,Positive
Muhammad Abdul Latif,5,2023-09-06 07:22:44,🆒Keren,Positive
Densus,5,2023-09-02 08:57:08,GODD!!,Positive
Rendy 10,5,2023-09-03 16:04:44,Mantap!!!,Positive
sapri maulana,5,2023-09-03 07:32:45,😁,Positive
Tristan Hartadi Putra,5,2023-09-02 05:51:29,:v,Positive
Yoga Dwi,5,2023-09-08 12:26:37,nice,Positive
Muhammad raisan,5,2023-09-01 23:02:30,OMGGG,Positive
Dhe-King AbdulAziz,5,2023-09-06 15:58:30,mantap,Positive
Wahyu Surya darmawan,5,2023-09-04 15:00:02,terbaik,Positive
Clowy _20,5,2023-08-29 08:23:22,Nice,Positive
zahir muhammad,5,2023-09-10 19:32:31,Top,Positive
Fredo Castrada,5,2023-09-08 18:31:04,Bagus,Positive
akbar harahap (220200291_Akbar Haikal),5,2023-09-05 14:25:36,mantap,Positive
Rapi,5,2023-08-30 18:00:42,Keren,Positive
Majd Naifan Mujib,5,2023-09-05 01:45:15,keren,Positive
Fauzan Smart Craft,5,2023-08-31 17:53:29,bagus,Positive
Alif Saefudin,5,2023-09-02 06:28:15,Mantap,Positive
Keanu Kane,5,2023-09-01 19:23:06,Gacor,Positive
Hamid Shaleh,5,2023-10-04 12:12:00,Keren,Positive
Rangga v y,5,2023-08-31 10:41:19,best,Positive
Seorang Manusia,5,2023-08-31 13:04:30,Mantap,Positive
Yudha Bayu Arya Jaya,5,2023-09-04 08:27:39,bermanfaat,Positive
Napoleon Togu Simatupang,5,2023-09-02 10:02:19,Mantap,Positive
tedy arief,5,2023-09-05 09:55:42,Keren,Positive
Hudzdha,5,2023-08-30 19:51:20,Mantap,Positive
Dimas Anjas,5,2023-09-05 07:19:50,Mantap,Positive
Herbet Situmorang,5,2023-09-07 22:11:47,Keren,Positive
Lii Meteora Khisya_844 (BageRun),5,2023-09-04 13:24:10,Bagus,Positive
Muhammad Naufal Allaam,5,2023-09-02 12:10:05,Bagus,Positive
Sound Night (E.D),5,2023-09-04 07:18:29,Great,Positive
Satria Fhaw,5,2023-09-02 16:40:04,mantap,Positive
Muhammad Faisal,5,2023-09-05 14:16:26,awesome,Positive
YOSA RASYAD H,5,2023-09-10 18:08:57,unreal,Positive
Demila hulhanifah,5,2023-08-31 12:32:14,kerennnnnnnnnnnn,Positive
Rafee Atta andhika,5,2023-08-31 08:47:45,lumyan,Positive
FreezeClover,5,2023-09-21 06:18:55,nice,Positive
Akbar Bons,5,2023-09-04 14:04:43,keren,Positive
Ryan Hidayat,5,2023-09-06 19:01:47,Bagus,Positive
Hayu Hayuuu,5,2023-08-31 05:04:45,Hebat,Positive
Badrun Ro,5,2023-09-01 00:39:12,Ok,Positive
Mr AMRY,5,2023-09-13 19:01:20,nice,Positive
Jespin Lim,5,2023-09-02 18:46:25,nice,Positive
Abdurrahman Haris,5,2023-09-09 18:14:59,bagus,Positive
Ariz Kull,5,2023-08-30 19:50:22,bagus,Positive
Asih Nur Annisa,5,2023-09-06 06:10:59,bguussss,Positive
Luxionbartford,5,2023-09-04 20:52:39,bagus,Positive
